id,movieid,imdbid,kewords,synopsis
83604,1339,103874,dracula  monster-sex  vampire  maze  horror-movie-remake  bestiality  beheading  female-vampire  vampire-sex  vampire-human-love  shape-shifter  insane-asylum  vampire-bite  decapitation  based-on-novel  mist  seduction  human-versus-vampire  costume-horr,It is the year 1462 Constantinople has fallen Prince Dracula Gary Oldman must leave his bride Elizabeta Winona Ryder to do battle against the invading Turks Dracula's counteroffensive is a success and he leaves many in the Turk army alive and impaled on l
83607,1080,79470,satire  british-comedy  absurdism  holy-land  monty-python  reference-to-jesus-christ  actor-playing-multiple-roles  crucifixion  religion  pubic-hair  judea  jerusalem  ancient-rome  gallows-humor  irony  irreverence  controversy  cult-film  roman-soldie,Brian Cohen is born in a stable a few doors down from the one in which Jesus is born  a fact which initially confuses the three wise men who come to praise the baby Jesus  as they must put up with Brian's boorish mother Mandy until they realize their mist
83609,1096,84707,writer  new-york-city  aspiring-writer  concentration-camp  holocaust  nazi  nazis  sex-in-bed  sex-scene  love-interest  love-triangle  main-character-dies  passionate-kiss  kissing-while-having-sex  kiss  blonde-woman  blonde  pervert  sadistic-cruelty,In 1947  the movie's narrator  Stingo Peter MacNicol  a young writer from the American South  travels to post-WW II Brooklyn He is befriended by Sophie Zawistowski Meryl Streep  a beautiful Polish immigrant  and her lover  Nathan Landau Kevin Kline It is
83612,1287,52618,friend  roman  jerusalem  revenge  prince  galley  governor  jewish  tile  jew  politics  galley-slave  prison  slave  parade  slavery  childhood-friend  1st-century  box-office-hit  70mm-film  symphonic-music-score  name-in-title  hairy-chest  roman-salu,Judah Ben-Hur Charlton Heston is a wealthy merchant living in Judea at the time of Christ Under the influence of the oppressive Roman Empire  the land seethes with talk of revolt  and Caesar has sent more soldiers to quell the potential uprising The new T
83618,1483,115964,car-crash  accident-victim  sexuality  erotic-thriller  blurred-boundaries  bisexuality  car  prostitute  danger  infidelity  sex-scene  reference-to-jayne-mansfield  masturbation  sex-in-car-wash  paraphilia  female-full-frontal-nudity  dysfunctional-mar,In an aircraft hangar  against a gleaming plane  Catherine Ballard is seen having sex with a swarthy guy who takes her from behind At the same time in a film set camera room  producer James Ballard is having sex with a camera girl over a table Later that
83630,1566,119282,hercules  zeus  hero  hades  underworld  olympus  titan  greek-god  satyr  love  monster  ancient-greece  self-sacrifice  trainer  rescue  immortality  fate  greece  pegasus  evil-man  lump-on-head  chipmunk  transformation  eye  cigar-smoking  lion  rabb,Based on both the legend of Hercules and HeraclesOn Mt Olympus  Zeus and his wife are celebrating the birth of their son  Hercules The Lord of the Underworld  Hades  is also invited  though is not at all pleased with the birth of HerculesReturning to the
83631,1031,66817,spell  magic  apprentice  bed  witch  book  village  witchcraft  children  island  flying  letter  knob  german  rascal  1940s  substitutiary-locomotion  orphan  england  furry  playing-cards  octopus  seahorse  lagoon  chart  knife  flea-market  poster,Bedknobs and BroomsticksThe movie is mainly set in a small South Coast English village  Pepperinge Eye  during World War II an elderly farmer Cyril Delevanti is painting out the sign-posts  the Home Guard are exercising  led by General Sir Brian Teagler R
83638,917,31580,girl  servant  boer-war  school  england  little-girl  servant-girl  private-school  birthday  victoria  teacher  queen-victoria  maid  hospital  birthday-party  boarding-school  starving-child  teacher-student-relationship  soldier-father  orphan-girl  s,Sara's army captain father must put her in boarding school because he has been ordered to the Boer war He brings her to the best girls' school in England  but the owner  Miss Minchin only accepts her after he emphasizes his financial and social status He
83645,920,31381,gallantry  honesty  indifference  scandal  battle-of-the-sexes  shame  fear  pain  lost-cause  narcissism  love-hate  begging  old-maid  ends-with-rejection  honor  self-sacrifice  infidelity  flirting  unrequited-love  love  atlanta  plantation  barbecue,The film opens in Tara  a cotton plantation owned by the proud Gerald O'Hara Thomas Mitchell  a self-made man of Irish descent  in the Confederate State of Georgia near Atlanta The date is April 1861 He and his wife  Ellen Barbara O'Neil  have three beaut
83650,1589,118887,nypd  internal-affairs  corruption  heroism  justice  sheriff  police  police-officer  investigation  small-town  new-jersey  new-york-city  danger  conspiracy  dead-woman-with-eyes-open  slow-motion-action-scene  quick-draw  tough-guy  love-triangle  cor,In the fictional town of Garrison  New Jersey  located across the Hudson River from New York City  a number of residents are NYPD officers Local sheriff Freddy Heflin Sylvester Stallone is secretly in love with Liz Randone Annabella Sciorra  whose life he
83654,1293,83987,india  british  indian  muslim  pakistan  violence  south-africa  independence  hindu  protest  prime-minister  minister  peace  hero  train  lawyer  arrest  female-photographer  surname-as-title  year-1948  year-1893  20th-century  19th-century  brutalit,The story begins with the assassination of Mohandas K Mahatma Gandhi in India in 1948 The following funeral procession is a long one and his body is conveyed on a jeep covered in flowersThe story flashes back to Gandhi's early days as an attorney in the l
83662,1389,85750,shark  sea  sea-world  baby-shark  florida  killer-whale  underwater  theme-park  dolphin  underwater-welding  bare-chested-male  shark-feature  underwater-sequence  scuba-diver  giant-shark  human-versus-shark  wet-jeans  sharksploitation  1980s  eaten-b,The oldest son from the first two Jaws films  Michael Brody played by Dennis Quaid now works for SeaWorld in Florida  which is preparing for the launch of its new Undersea Kingdom  a set of tunnels where people can view the wonders of the deep without eve
83678,1235,67185,death  existentialism  eccentric  misfit  depression  funeral  suicide  junkyard  fake-suicide  unlikely-lovers  1970s  alienation  joie-de-vivre  nihilism  old-age  would-be-suicide  uncle-nephew-relationship  old-woman  bathtub  older-woman-younger-man-,Harold Chasen is a nineteen-year-old boy obsessed with death so much so that he torments his mother Vivian Pickles with elaborately staged fake suicidesHarold meets Maude  79 years old  at a funeral The pair form a bond  with Maude slowly opening Harold t
83703,1337,37549,doctor  medical  medical-student  cemetery  murder  blackmail  costume-horror  death-of-title-character  horror-movie-remade  white-horse  visual-hallucination  surgery  suffocation  medical-experiment  manslaughter  hallucination  graveyard  dissection,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisA gruesome t
83726,1173,97108,extramarital-affair  abusive-husband  sexual-assault  restaurant  revenge  allegory  sex  murder  gangster  food  cannibalism  dog-feces  classic  1980s  breasts  forced-cannibalism  book-depository  boy-soprano  excrement  shot-in-the-head  wife-murders-,The film opens with a London gangster  Albert Spica  arriving at his posh restaurant  La Hollandais  with his entourage of thugs and a man who owes him money While his thugs hold the man down  Albert smears dog excrement on the him and forces some into hi
83754,1304,64115,gang  train  posse  bolivia  outlaw  escape  wyoming  box-office-hit  six-word-title  reference-to-e-hharriman  camera  film-camera  large-format-camera  police-shootout  police-officer  two-man-army  sex-in-bed  rifle  dual-wield  small-western-town  cri,Wyoming  c 1900s Butch Cassidy Paul Newman and the Sundance Kid Robert Redford  the leaders of the famous Hole in the Wall Gang  are planning another bank robbery As they return to their hideout in Hole-in-the-Wall  they find out that the gang has selecte
83758,1204,56172,british-military  arab  desert  te-lawrence  ottoman-empire  motorcycle-accident  camel  irregular-troops  turkish-soldier  imperialism  uniform  power-politics  hot-weather  british-soldier  brutality  desert-warfare  70mm-film  briton-abroad  mental-ins,In 1935  T E Lawrence Peter O'Toole is killed in a motorcycle accident At his memorial service at St Paul's Cathedral  a reporter tries to gain insights into this remarkable  enigmatic man from those who knew him  with little successDuring the First World
83778,1590,119081,spaceship  space  year-2047  starship  solar-system  black-hole  seizure  ship's-log  spacesuit  blood-stain  startled  magnetic-boots  eyes-removed  bare-breast  close-up-of-eyes  injection-in-neck  survival  two-word-title  starship-name-in-title  alter,In the near future  humanity has successfully colonized the Moon and other planets  and is venturing deeper into space In the year 2047  a signal from the starship Event Horizon is picked up on Earth The ship had disappeared without trace beyond the plane
83780,1608,118571,president  terrorist  hostage  hijacker  ex-soldier  us-president  terrorism  hijacking  hijack  box-office-hit  blood-splatter  terrorist-group  terrorist-plot  first-daughter  vice-president  american-president  political-thriller  conspiracy  corruptio,The film begins with an American Special Forces unit capturing General Ivan Radek Jurgen Prochnow  the dictator of Kazakhstan Radek's regime had caused an enormous amount of bloodshed for Kazakhstan  and there was word that his stockpiling of nuclear weap
83784,1617,119488,corruption  1950s  murder  call-girl  police-detective  neo-noir  police  violence  death  detective  shotgun  diner  police-corruption  corrupt-cop  blood-splatter  film-camera  large-format-camera  kissing-while-having-sex  police-shootout  gunfight  po,An opening montage  narrated by Sid Hudgens Danny DeVito  publisher of Hush-Hush  a Hollywood sleaze magazine  explains that Mickey Cohen has taken over the organized crime rackets in Los Angeles left behind by Bugsy Siegel and that his actions have tarni
83804,1326,83550,house  priest  evil  demonic-possession  blood  possession  breasts  sister-poses-nude-for-brother  prayer  saying-grace  second-in-series  sequel  roman-numeral-in-title  numbered-sequel  village-name-in-title  place-name-in-title  second-part  bare-ches,Amityville  Long Island  New York  1974 Set over one year before the Lutz family moved into the dreaded haunted house located on 112 Ocean Drive The Montelli family move into what they think would be the house of their dreams However  after discovering th
83810,1587,82198,evil-sorcerer  cult  gladiator  warlord  actual-animal-killed  set-the-god  part-of-series  narration  film-starts-with-a-quote  vulture  group-sex  eating-human-flesh  samurai-sword  seduction  one-man-army  bare-chested-male  death-of-pet  muscles  musc,During the Hyborean age  a time of high adventure  a blacksmith  Nial William Smith creates a masterwork sword The sword is completed  Nial shows it to his son  Conan Jorge Sanz  teaching the boy about their god  Crom  who lives in the Earth  and the Ridd
83824,899,45152,friend  actress  love  fan  chorus-girl  audience  partner  song  singing  secret  piano  musician  diction-coach  talkie  actor  reference-to-romeo-and-juliet  falling-in-love  popping-out-of-a-cake  hidden-microphone  comic-villainess  sitting  kissing-,Don Lockwood Gene Kelly is a popular silent film star with humble roots as a singer  dancer and stunt man Don barely tolerates his vapid  shallow leading lady  Lina Lamont Jean Hagen  who has convinced herself that the fake romance their studio concocted
83865,1597,118883,conspiracy  fbi  taxi  newsletter  mk-ultra  political-cover-up  political-conspiracy  political-thriller  cover-up  political-corruption  government-corruption  corruption  manhattan-new-york-city  twin-towers  chrysler-building-manhattan-new-york-city,Jerry Fletcher Mel Gibson  an obsessivecompulsive New York City taxi driver  visits his friend Alice Sutton Julia Roberts  who works for the US Attorney  at the Justice Department She is trying to solve her father's murder Jerry tells her that NASA is try
83872,1499,118615,snake  boat  anaconda  jungle  amazon  indian  river  butt  eaten-by-animal  monster-movie  cult-film  explosion  giant-snake  animal-attack  giant-animal  hunter  film-crew  documentary-crew  poisonous-insects  corpse  manipulation  cook  ambush  insanit,Shooting a documentary about a long-lost Indian tribe on the Amazon River  director Terri Flores Lopez and members of her crew  including cameraman Danny Rich Ice Cube and Professor Steven Cale Stoltz  come across stranded snake hunter Paul Sarone Voight
83892,1603,119675,insect  disease  entomologist  cockroach  epidemic  subway  giant-insect  mole-people  metamorphosis  centers-for-disease-control  child-killed-by-animal  tunnel  manhattan-new-york-city  pregnancy-test  pistol  nest  husband-wife-relationship  hit-by-a-t,For the past two years  New York City has been in the grip of an epidemic Strickler's Disease is threatening to wipe out an entire generation of the city's children Efforts to find either a vaccine or a cure have failed But there is some hope in the recen
83893,1616,119874,nuclear-weapon  train  train-crash  nuclear-explosion  russia  blood-splatter  civil-war  air-raid  chechnya  stabbed-in-the-foot  congressional-hearing  car-chase  exploding-helicopter  military  child-shot-in-the-chest  child-killed  dead-girl  dead-boy,The movie begins in an Eastern Orthodox church in Pale  Bosnia and Herzegovina  when an unidentified man later revealed to be a Bosnian diplomat to the UN is murdered in an alley after receiving a page to meet someone outsideThe scene then immediately shi
83897,1539,120394,karaoke  drugs  compensation  car  cocaine  revenge  joyriding  bath  male-rear-nudity  male-nudity  male-frontal-nudity  alliterative-title  welshman  two-word-title  killing-an-animal  real-life-siblings-as-fictional-siblings  real-life-brothers-playing,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisall I want t
83901,1255,92610,alien  fast-food  new-zealand  small-town  chainsaw  vomiting  outer-space  blood-splatter  two-word-title  written-and-directed-by-cast-member  1980s  unsynchronized-sound  violence  low-budget-film  cult-film  testosterone  split-in-two  shootout  rock-,The New Zealand Astro Investigation and Defence Service AIDS sends Derek  Frank  Ozzy  and Barry to investigate the disappearance of everyone in the town of Kaihoro  North Island  New Zealand They find the town has been overrun by space aliens disguised a
83926,973,33891,suicide  publisher  reporter  newspaper  christmas  melodrama  american-politics  unemployment  suicide-note  politics  plot  patsy  loss-of-job  hobo  convention  club  media  writer  radio-broadcast  father-figure  diner  baseball  hoax  character-name-,When reporter ANN MITCHELL is laid off by managing editor HENRY CONNELL because of streamlining  she begs to stay on since she's supporting her MOTHER and TWO SISTERS  but it's no use Angry  she gathers up her belongings but then  as a parting shot  types
83947,1623,120524,djinn  reference-to-houdini  wishmaster  first-of-series  demon  genie  independent-film  fire  wish  sitting  stabbed-in-the-stomach  shot-to-death  severed-head  jaw-ripped-off  intestines  head-bashed-in  gash-in-the-face  face-ripped-off  violence  bl,The narrator  Angus Scrimm  in his only words in the film  introduces the audience to the creatures called djinn which are actually mohammedian efreets correction should concern every following mistake with the following statementOnce  in a time before ti
83955,1569,119738,wedding  best-friend  promise  romantic-comedy  chick-flick  male-female-friendship  box-office-hit  four-word-title  kiss  sing-along  comiskey-park  urban-setting  unrequited-love  screwball  rival  revenge  rage  quest  love-triangle  heir  birthday  c,Julianne Potter Julia Roberts is a successful and independent food critic Her closest friend is George Rupert Everett  who happens to be gay Over dinner with George  she reminisces about another relationship in her past her brief romance and long-term fri
83956,1408,104691,revenge  based-on-novel  french-and-indian-war  colonel  18th-century  battle  settler  fort  freedom  going-over-a-waterfall  cleavage  aristocrat  fiance  military-surrender  focus-pull  rack-focus  class-differences  mortar  sedition  cultural-assimila,It is 1757  the French and Indian War rages across the English Colonies and the British have been fighting the French for territory in North America for three years Indian tribes fight on both sides and the colonists are caught in the middle Three men  Ch
83962,1381,84021,school  pink-ladies  leather-jacket  student  greaser  1960s  high-school  motorcycle  rabbit  dirt-bike  tween-girl  twin-sister  intergenerational-friendship  kiss  piano-playing  dancing  singing  group-of-friends  play-rehearsal  1950s  motorcycle-wit,It is September 1961  two years after the original Grease gang were Rydell High seniors in the first movie and a new academic year is just beginning at Rydell High School 'Back To School Again' The Pink Ladies are now led by the beautiful Stephanie Zinone
83970,1340,26138,frankenstein  monster  scientist  mate  drowning  violin  experiment  sequel  mad-scientist  villager  fear  gun  misunderstood  reference-to-the-bible  hurricane-lamp  mermaid  ballerina  archbishop  queen  king  partner  drinking-liquor  gin  horse  tol,Mary Shelley Elsa Lanchester  author of Frankenstein  or The Modern Prometheus  reveals to Percy Shelley Douglas Walton and Lord Byron Gavin Gordon that Henry Frankenstein Colin Clive and his Monster Boris Karloff did not die Both lived  and went on to ev
83976,1358,117666,friend  murder  repair-shop  mental-institution  small-town  homosexual  man-wearing-glasses  book-strap  torturer  sociopath  sadistic-psychopath  written-and-directed-by-cast-member  autism  drunkenness  cult-film  trestle  story  religious-art  rejecti,The movie opens in an asylum  where Charles JT Walsh talks to Karl Billy Bob Thornton about cars and women Two student reporters Marsha Sarah Boss and Theresa Kathy Sue Brown arrive to interview Karl  who has committed murder  and is due to be released so
83992,1619,120102,dalai-lama  tibet  austria  mountain  himalaya  china  foreigner  communist  communist-china  prisoner-of-war  nazi  buddha  mountaineer  divorce  escape  climbing  four-word-title  communism  communist-terror  communist-persecution  communist-oppression,The introduction shows the young Dalai Lama receiving gifts from Tibetan monks One gift he receives  an ornate music box  has special meaning to him  as he is still a young childThe progress of Heinrich Harrer through India and Tibet on his trek across th
84003,1474,119432,jungle  tribe  culture-clash  new-york-city  venezuela  freeze-frame  cigarette-lighter  kicked-in-the-balls  russian-man  tied-to-a-chair  fish-as-food  kiss-on-the-lips  fish-tank  catching-fish-by-hand  broken-english  long-haired-male  bare-chested-ma,Michael CromwellTim Allen is a self-absorbed successful commodities broker living in New York City Wanting to marry his new fiance CharlotteLolita Davidovich  he needs to obtain a final divorce from his first wife PatriciaJoBeth Williams who left him year
84018,799,116365,ghost  grim-reaper  hell  fbi  black-comedy  two-word-title  supernatural-horror  beyond-death  woman-journalist  serial-killer  haunted-house  car  daughter  architect  hospital  blood  bed  con-artist  mother  mansion  fence  soul  cemetery  funeral  lo,Important note - There is a Theatrical version and a Director's Cut of the movie The Director's cut runs 14 minutes longer and this synopsis caters for both versionsA thunderstorm filled  rainy night in the small town of Fairwater A woman called Patricia
84027,1615,119051,bear  wilderness  crash  survival-tactics  billionaire  rescue  autodidact  airplane-crash  bear-attack  airplane-accident  mind-game  model  alaska  reading-a-book  birthday-party  surprise-birthday-party  surprise-party  prank  older-husband-younger-wif,Charles Morse Anthony Hopkins  a billionaire  and two other men  Robert Bob Green Alec Baldwin  a photographer  and Stephen Harold Perrineau  his assistant  arrive in a remote North America locale via Charles's private jet  along with Charles's much-young
84038,1475,116743,seduction  kama-sutra  friend  love  wedding  courtesan  caressing  breasts  breast-biting  breast-kissing  title-directed-by-female  woman-on-top  voyeur  transvestite  transvestism  stripping  sexual-promiscuity  sensuality  river  panties  nude-bathing,Set in 16th century India  this movie depicts the story of two girls who were raised together  though they came from different social classes Tara Sarita Choudhury is an upper-caste princess while Maya Indira Varma is her beautiful servant The two girls a
84047,1234,70735,con  con-man  long-con  murder  courier  counterfeit  con-artist  revenge  corrupt-cop  n-word  box-office-hit  title-appears-in-text-on-screen  two-word-title  woman-shot-in-the-forehead  year-1936  loss-of-friend  chapterwise-storytelling  drunkenness,It is 1936 and a money runner is carrying the week's take -- 11 000 -- from an illegal gambling outfit in Joliet  Illinois  to the main office On the way  three men con him by replacing his money with tissue paper Doyle Lonnegan Robert Shaw  the mobster w
84055,1323,85159,house  demon  reporter  three-story-dutch-colonial  camera  old-dark-house  exposing-fraud  fraud  exposed  magazine-reporter  deception  orchestral-music-score  disembodied-voice  atonal-music-score  seance  3d  digit-in-title  numbered-sequel  village-n,After exposing a pair of con artists with his partner Melanie Candy Clark in the infamous 112 Ocean Avenue house in Amityville  Long Island  New York  recently divorced Reveal magazine employee John Baxter Tony Roberts purchases the haunted house after be
84060,1609,118531,teacher  high-school  attack  stabbing  new-york-city  substitute-teacher  cartoon-on-tv  manhattan-new-york-city  chrysler-building-manhattan-new-york-city  fired-from-the-job  pyrrhic-victory  arrow  stabbed-in-the-back  science-teacher  school-library,Trevor Garfield is an African American high school science teacher at Roosevelt Whitney High School  a high school in the Bedford-Stuyvesant neighborhood of Brooklyn Dennis Broadway  a gangster student to whom he had given a failing grade threatens to mur
84066,1552,118880,convict  prison  escape  criminal  army-rangers  us-marshal  ambush  brawl  prisoner  police  diabetic  bar  arms-tied-overhead  bare-chested-male-bondage  homicidal-maniac  maniac  psycho-killer  psychopathic-killer  airplane-hijack  hijack  hijacker  cu,Cameron Poe Nicholas Cage  a honorably discharged United States Army Ranger  is found guilty of manslaughter in the death of an innocent but drunk bar customer while trying to defend his pregnant wife Tricia Monica Potter from him  and sentenced to seven
84069,1614,119360,gay  teacher  high-school  reporter  academy-award  wedding  oscars  media  indiana  gay-soldier  high-school-student  dancing  small-town  homosexual  marriage-pressure  trying-to-act-more-masculine  renewing-wedding-vows  renewal-of-marriage-vows  weddi,Howard Brackett Kevin Kline is a well-liked English literature teacher  living a quiet life in Greenleaf  Indiana  with his fiance and fellow teacher Emily Montgomery Joan Cusack The town is filled with anticipation over the nomination of Cameron Drake Ma
84078,1233,82096,submarine  submarine-movie  tension  u-boat  duty  filth  german-submarine  destroyer  mission  naval  north-atlantic  military  vomiting  heil-hitler  bearded-man  ends-with-death  two-word-title  epic  pubic-lice  la-rochelle-france  kriegsmarine  sweat,The movie opens with a screen noting that 40 000 Germans went out on submarines in WW2  and that 30 000 never came back Then you find out that it is near the end of 1941  and the German Atlantic U-Boat fleet is a mere 12 subsNow cut to the officers of U-9
84088,1599,120207,gang  fight  junkyard  military  soldier  blood-splatter  female-soldier  exploding-body  pay-phone  sabotage  robbery-attempt  street-life  blaxploitation  terrorist  explosion  elevator  1990s  bar  shooting-a-police-officer  murder-of-a-police-officer,John Henry Irons Shaquille O'Neal is a weapons designer who invents high-tech laser guns and protective armor for the United States military One soldier  Nathaniel Burke Judd Nelson  decides to show just what Irons' weapons can do and sets one of Irons' l
84089,1345,74285,telekinesis  blood  prank  female-full-frontal-nudity  bad-mother  female-protagonist  high-school-prom  prom-king  menarche  revenge  religious-fanatic  bucket  shower  pig-blood  vagina  female-slaps-female  female-rear-nudity  female-nudity  public-hum,The film begins in the locker-room fill of teenage girls  including Carrie White Sissy Spacek Carrie gets her first period  and after becoming distressed  cries out for help Instead of helping  the other girls ridicule and harass her  throwing out tampons
84094,1321,82010,werewolf  american  death  nightmare  curse  men-bare-feet  tunnel-chase-scene  death-of-lover  almost-hit-by-a-car  character-says-i-love-you  fee-fi-fo-fum  hackney-carriage  death-by-gunshot  ends-with-death  talking-to-the-dead  talking-to-one's-self-,Hiking on a road on the Yorkshire moors of Northern England  American college students David Kessler and Jack Goodman come to a small village They go into the local pub  called the Slaughtered Lamb  where they're coldly greeted by the locals One of the re
84096,1380,77631,love  wrestling  high-school  year-1959  boyfriend-girlfriend-relationship  automobile-racing  rival  opposites-attract  car-accident  animated-credits  1950s  female-protagonist  cult-film  summer  school  beach  greaser  australian  diner  pep-rally  ba,In 1958  during their summer vacation  Danny Zuko John Travolta and Sandy Olsson Olivia Newton-John meet at a beach Scenes from their holiday are shown  but then the summer ends  and Sandy and Danny say their last good-byes Danny seems to not want to let
84102,1610,99810,navy  submarine  analyst  soviet-submarine  defection  cold-war-era  death  murder  submarine-crew  national-security-advisor  us-soviet-relations  soviet-defector  warship  false-alarm  submarine-launched-ballistic-missile  submersible-cruiser  defector,In November of 1984  shortly before Gorbachev came to power  a Typhoon-class Soviet sub surfaced just south of the Grand banks It then sank in deep water apparently suffering a radiation problem Unconfirmed reports indicated some of the crew were rescuedB
84117,1653,119177,mission  police  accident  genetics  future  space-travel  space-mission  eyelash  suspicion  mission-director  titan  heart-condition  baby  specimen  investigation  disease  urine-sample  hair  birth  paraplegic  blood  short-sightedness  identity-contr,In the not-too-distant future  where genetic engineering of humans is common and DNA plays the primary role in determining social class  Vincent Ethan Hawke is conceived and born without the aid of this technology Suffering from the nearly eradicated phys
84118,1644,119345,overalls  corpse  beach  fourth-of-july  revenge  secret  letter  college  teen-horror  teenage-girl  teenage-boy  alias  slasher-killer  slasher-flick  dead-teenager  first-part  bikini  female-in-shower  blonde  beauty-contest  scantily-clad-female  cle,It's the 4th of July  1996 and four high school seniors  Julie Jennifer Love Hewitt  her boyfriend Ray Freddie Prinze Jr  Julie's best friend Helen Sarah Michelle Gellar and her boyfriend Barry Ryan Phillippee decide to have some fun on their last summer
84126,1655,119891,town  vacant-small-town  god-complex  power-outage  machine-gun  diner  hazmat-suit  demonic-possession  giant-monster  bakery  impalement  church  shapeshifting  laboratory  fbi-agent  scientist  deputy  airplane  fbi  us-army  military  revolver  pistol,Jennifer Pailey Joanna Going is bringing her younger sister  Lisa Pailey Rose McGowan  home with her for a visit  to the little town of Snowfield  Colorado  where she is the MD She's been concerned for her sister's welfare  living in Los Angeles with thei
84128,1027,102798,modern-minstrel  balladeer  england  crusades  king  outlaw  sheriff-of-nottingham  moors  forest  band-of-outlaws  village  warrior  prince  box-office-hit  famous-song  friends-who-live-together  knocked-into-water  held-at-sword-point  cleavage  contem,Robin of Locksley Kevin Costner  an English nobleman who joined Richard the Lionheart in the Third Crusade  is captured and imprisoned in Jerusalem along with his comrade Peter Robin engineers an escape  saving the life of a Moor  Azeem Morgan Freeman in
84132,1639,118842,comic-book  gay  lesbian  friendship  secret  homosexual  jealousy  magic-8-ball  name-in-title  1990s  written-and-directed-by-cast-member  black-american  wanton-woman  two-men-one-woman  threeway-sex  threesome  three-way-sex  slut  sexual-promiscuity,Holden McNeil Ben Affleck and Banky Edwards Jason Lee are comic book artists and lifelong friends Holden is the calmer  more reasonable of the duo Banky  meanwhile  is the caustic and short-tempered half The story opens at a comic book convention in New Y
84136,1196,80684,rescue  famous-twist  rebel  duel  snowy-landscape  space-battle  good-versus-evil  famous-score  sword-fight  empire  princess  training  escape  the-force  sequel  shut-up-with-a-kiss  character-says-i-have-a-bad-feeling-about-this  wookiee  orchestral-,In this sequel to the previous Star Wars movie  Episode IV A New Hope  the opening crawl reveals that after the destruction of the Death Star  the Rebels were forced to evacuate their base on the Yavin moon and the dreaded Imperial Fleet of the Galactic E
84139,1660,119080,secret  doctor  louisiana  title-directed-by-female  witchcraft  widow  unfaithfulness  undressing  uncle-niece-relationship  us-soldier  trance  train  train-tracks  toy-monkey  thunder  three-husbands  thief  theft  teenage-girl  tears  teacher  tavern,Summer heats up in rural Louisiana beside Eve's Bayou as the Batiste family tries to survive the secrets they've kept and the betrayals they've enduredLouis Batiste Samuel L Jackson  the local town doctor with a special bedside manner  is a loving father
84163,1429,116704,hero  australia  police-shootout  street-shootout  cia  russian-mafia  rocket-launcher  exploding-helicopter  explosion  beretta  pistol  secret-agent  beating  sawed-off-shotgun  blood  tough-guy  wu-shu  karate  karate-chop  damsel-in-distress  knife-fi,In this fourth 'Police Story' movie  Hong Kong 'supercop' Inspector Jackie Chan Ka-Kui Jackie Chan is hired by the CIA to follow leads of a nuclear smuggling case He follows a woman named Natasha to Ukraine  when he realizes that she had been hiding vital
84176,1584,118884,message-from-outer-space  religion-versus-science  universe  religion  scientist  science  vega  radio  astronomer  alien  faith  astronomy  alien-intelligence  interstellar-communication  nasa  alien-technology  wormhole  space  military  research  first,The film opens with a shot of Earth from space and an audio track of various samples of recognizable mass communications from world history The shot suddenly begins to travel outwards from Earth at impossible speed  passing Mars  the Asteroid Belt of the
84178,911,56923,train  cia  alias  french  cia-agent  suspense  trust  photograph  funeral  u-s-marines-dress-uniform  close-up-of-eyes  rolling-a-cigarette  rare-postage-stamp  trap-door  translator  character-says-i-love-you  airline-travel-bag  dinner-cruise  doing-kn,The Paris-Bordeaux express speeds through the French countryside--and suddenly a dead man  clad only in pajamas and a bathrobe  tumbles off the train and down an embankmentThe scene shifts to Mgve  the premier ski resort in the French Alps  where Regina L
84182,1130,82533,forest  lycanthrope  1980s  werewolf-transformation  shapeshifting  shape-shifter  first-of-series  werewolf-bite  unfaithfulness  sexual-rite  outdoor-sex  cult-film  female-full-frontal-nudity  transformation  psychiatrist  metamorphosis  silver-bullet,Karen White Dee Wallace is a popular television anchorwoman As the film opens  she is part of a sting operation intended to lead to the capture of a serial killer The murderer  who has been dubbed Eddie the Mangler by the press  has developed an obsession
84183,1663,83131,army  rescue  graduation  boot-camp  breasts  one-word-title  roundhouse-kick  slapstick  us-military  kitchen  satire  army-spoof  uniform  us-army  military-spoof  awol  american-soldier  absent-without-leave  wrestling  strip-club  stoner  stock-charac,Bill Murray decides to be all that he can be -- and it ain't pretty -- in this hit comedy John Winger Murray is a quick-witted loser who comes home after losing his job to discover that his car has been repossessed and his girlfriend is leaving him With n
84184,1256,23969,widow  dowager  dictator  spy  ambassador  male-slaps-a-male  male-hits-a-male  dunking-a-doughnut  geofiction  anti-war  animated-tattoo  mousetrap  war-planning  trading-insults  feeling-insulted  upstart  feather  government  practical-joke  lighting-a,In the country of Freedonia  wealthy socialite Mrs Teasdale Margaret Dumont agrees to give the small country a sum of 20 million in order to save it from bankruptcy provided that Rufus T Firefly Groucho Marx is appointed the new leader During the inaugura
84188,1544,119567,dinosaur  island  jurassic-park  jurassic  capture  mercenary  girlfriend  expedition  friends-who-live-together  dinosaur-feature  human-versus-dinosaur  baby-dinosaur  box-office-hit  naval-ship  tropical-setting  double-barreled-rifle  hunting-expediti,The movie opens with an incident on the island of Isla Sorna code-named Site B by the InGen company  located in the vicinity of Isla Nublar  where the film Jurassic Park took placeA British couple has stopped along the coast to relax  and their daughter h
